,Initial RAR 0.3,Initial RAR 0.4,Initial RAR 0.5,Initial RAR 0.6,Initial RAR 0.7
48,189.0,1000.0,252.0,108.0,155.0
49,170.0,1000.0,186.0,326.0,125.0
50,136.0,161.0,88.0,117.0,181.0
51,409.0,714.0,339.0,247.0,151.0
52,183.0,235.0,127.0,321.0,151.0
53,59.0,93.0,116.0,240.0,145.0
54,98.0,138.0,89.0,673.0,119.0
55,192.0,169.0,170.0,198.0,126.0
56,225.0,245.0,129.0,88.0,190.0
57,198.0,220.0,303.0,98.0,194.0
58,100.0,135.0,148.0,512.0,148.0
59,304.0,179.0,222.0,148.0,221.0
60,130.0,257.0,152.0,166.0,172.0
61,254.0,124.0,166.0,90.0,1000.0
62,150.0,241.0,111.0,180.0,193.0
63,252.0,258.0,389.0,119.0,130.0
64,227.0,230.0,531.0,685.0,244.0
65,380.0,241.0,114.0,118.0,1000.0
66,358.0,225.0,208.0,109.0,202.0
67,210.0,268.0,703.0,111.0,111.0
68,162.0,134.0,264.0,398.0,128.0
69,161.0,95.0,153.0,438.0,186.0
70,85.0,225.0,353.0,198.0,230.0
71,166.0,87.0,409.0,287.0,271.0
72,151.0,134.0,213.0,682.0,1000.0
73,485.0,203.0,113.0,1000.0,188.0
74,317.0,172.0,104.0,1000.0,204.0
75,256.0,248.0,147.0,260.0,226.0
76,144.0,700.0,169.0,254.0,211.0
77,136.0,235.0,87.0,317.0,144.0
78,263.0,317.0,328.0,254.0,93.0
79,237.0,242.0,211.0,196.0,83.0
80,142.0,327.0,118.0,209.0,236.0
81,135.0,616.0,251.0,200.0,215.0
82,284.0,494.0,169.0,258.0,67.0
83,209.0,177.0,231.0,209.0,97.0
84,142.0,731.0,89.0,219.0,95.0
85,295.0,641.0,137.0,195.0,161.0
86,284.0,390.0,181.0,249.0,127.0
87,192.0,915.0,277.0,615.0,79.0
88,219.0,490.0,109.0,226.0,90.0
89,186.0,512.0,103.0,170.0,243.0
90,154.0,339.0,123.0,226.0,196.0
91,160.0,540.0,328.0,243.0,248.0
92,183.0,325.0,221.0,193.0,282.0
93,197.0,420.0,148.0,191.0,166.0
94,178.0,508.0,204.0,173.0,191.0
95,316.0,494.0,454.0,114.0,392.0
96,161.0,538.0,348.0,242.0,364.0
97,182.0,591.0,218.0,215.0,248.0
98,172.0,1000.0,233.0,542.0,306.0
99,430.0,452.0,150.0,179.0,437.0
100,223.0,579.0,149.0,223.0,221.0
101,126.0,979.0,147.0,168.0,392.0
102,159.0,444.0,161.0,285.0,441.0
103,177.0,982.0,233.0,244.0,182.0
104,259.0,1000.0,347.0,177.0,270.0
105,279.0,810.0,154.0,1000.0,190.0
106,197.0,402.0,167.0,361.0,304.0
107,220.0,684.0,141.0,135.0,327.0
108,163.0,234.0,148.0,181.0,352.0
109,202.0,929.0,173.0,170.0,356.0
110,389.0,1000.0,163.0,402.0,335.0
111,299.0,711.0,182.0,181.0,347.0
112,271.0,724.0,335.0,245.0,227.0
113,167.0,97.0,218.0,255.0,337.0
114,418.0,540.0,228.0,317.0,403.0
115,214.0,900.0,358.0,434.0,310.0
116,312.0,652.0,181.0,473.0,343.0
117,249.0,828.0,98.0,267.0,333.0
118,324.0,909.0,110.0,206.0,373.0
119,132.0,1000.0,129.0,351.0,358.0
120,125.0,964.0,409.0,304.0,994.0
121,371.0,274.0,330.0,408.0,926.0
122,194.0,950.0,393.0,274.0,901.0
123,406.0,796.0,252.0,459.0,1000.0
124,308.0,95.0,189.0,382.0,855.0
125,270.0,1000.0,140.0,161.0,1000.0
126,165.0,1000.0,183.0,393.0,921.0
127,350.0,764.0,129.0,141.0,886.0
128,343.0,845.0,274.0,192.0,1000.0
129,463.0,832.0,80.0,183.0,826.0
130,616.0,981.0,566.0,370.0,1000.0
131,118.0,944.0,453.0,426.0,106.0
132,215.0,1000.0,178.0,505.0,1000.0
133,145.0,788.0,391.0,387.0,1000.0
134,326.0,1000.0,101.0,357.0,834.0
135,219.0,1000.0,230.0,775.0,1000.0
136,138.0,1000.0,146.0,864.0,808.0
137,188.0,816.0,251.0,484.0,998.0
138,394.0,983.0,269.0,229.0,158.0
139,134.0,1000.0,197.0,297.0,1000.0
140,260.0,720.0,403.0,835.0,994.0
141,246.0,1000.0,276.0,393.0,1000.0
142,99.0,439.0,292.0,594.0,1000.0
143,393.0,280.0,165.0,848.0,1000.0
144,96.0,792.0,356.0,343.0,1000.0
145,120.0,315.0,312.0,746.0,1000.0
146,362.0,249.0,424.0,443.0,926.0
147,218.0,535.0,157.0,629.0,567.0
148,266.0,1000.0,311.0,947.0,674.0
149,205.0,370.0,231.0,207.0,410.0
150,210.0,302.0,525.0,625.0,458.0
151,141.0,124.0,152.0,345.0,641.0
152,148.0,404.0,397.0,213.0,242.0
153,479.0,324.0,257.0,631.0,890.0
154,250.0,479.0,135.0,1000.0,534.0
155,217.0,823.0,59.0,652.0,322.0
156,298.0,768.0,443.0,175.0,445.0
157,276.0,466.0,657.0,282.0,312.0
158,247.0,847.0,250.0,703.0,470.0
159,171.0,816.0,245.0,640.0,431.0
160,1000.0,514.0,141.0,701.0,179.0
161,392.0,730.0,504.0,677.0,471.0
162,110.0,384.0,504.0,876.0,483.0
163,661.0,596.0,82.0,356.0,814.0
164,130.0,904.0,276.0,709.0,509.0
165,412.0,441.0,193.0,166.0,884.0
166,83.0,1000.0,126.0,688.0,620.0
167,134.0,673.0,439.0,528.0,685.0
168,86.0,223.0,200.0,714.0,628.0
169,110.0,894.0,218.0,700.0,747.0
170,129.0,227.0,107.0,175.0,978.0
171,151.0,688.0,251.0,104.0,1000.0
172,402.0,267.0,620.0,269.0,655.0
173,171.0,648.0,391.0,236.0,1000.0
174,220.0,866.0,284.0,667.0,1000.0
175,130.0,889.0,426.0,129.0,672.0
176,162.0,1000.0,507.0,1000.0,696.0
177,183.0,373.0,442.0,783.0,973.0
178,525.0,269.0,255.0,659.0,714.0
179,532.0,989.0,644.0,163.0,1000.0
180,496.0,1000.0,666.0,143.0,1000.0
181,60.0,952.0,232.0,154.0,933.0
182,62.0,851.0,651.0,641.0,1000.0
183,261.0,928.0,733.0,111.0,992.0
184,69.0,1000.0,253.0,651.0,968.0
185,117.0,976.0,364.0,225.0,982.0
186,470.0,986.0,640.0,400.0,993.0
187,89.0,601.0,459.0,292.0,1000.0
188,157.0,1000.0,766.0,680.0,1000.0
189,254.0,1000.0,753.0,747.0,1000.0
190,155.0,1000.0,889.0,1000.0,967.0
191,76.0,1000.0,297.0,641.0,1000.0
192,109.0,964.0,678.0,753.0,1000.0
193,115.0,1000.0,750.0,185.0,1000.0
194,92.0,878.0,343.0,606.0,1000.0
195,488.0,868.0,730.0,321.0,1000.0
196,76.0,1000.0,355.0,792.0,1000.0
197,354.0,881.0,430.0,640.0,1000.0
198,98.0,942.0,675.0,201.0,1000.0
199,72.0,1000.0,713.0,639.0,1000.0
200,135.0,956.0,330.0,624.0,475.0
201,433.0,1000.0,657.0,621.0,1000.0
202,89.0,964.0,651.0,156.0,1000.0
203,143.0,1000.0,744.0,171.0,952.0
204,228.0,895.0,619.0,650.0,1000.0
205,81.0,673.0,744.0,592.0,1000.0
206,53.0,755.0,707.0,764.0,882.0
207,69.0,640.0,684.0,709.0,1000.0
208,56.0,696.0,585.0,541.0,1000.0
209,65.0,573.0,666.0,850.0,1000.0
210,84.0,787.0,699.0,599.0,809.0
211,60.0,405.0,758.0,590.0,942.0
212,53.0,498.0,681.0,544.0,1000.0
213,706.0,634.0,723.0,497.0,1000.0
214,61.0,916.0,719.0,574.0,833.0
215,102.0,638.0,721.0,646.0,1000.0
216,291.0,430.0,622.0,334.0,914.0
217,117.0,522.0,694.0,547.0,844.0
218,109.0,183.0,745.0,613.0,1000.0
219,71.0,94.0,861.0,579.0,920.0
220,86.0,505.0,707.0,882.0,1000.0
221,550.0,678.0,716.0,834.0,1000.0
222,83.0,648.0,633.0,894.0,759.0
223,289.0,531.0,717.0,567.0,1000.0
224,586.0,598.0,868.0,906.0,1000.0
225,107.0,566.0,766.0,597.0,1000.0
226,74.0,607.0,748.0,567.0,1000.0
227,146.0,640.0,671.0,1000.0,938.0
228,632.0,652.0,731.0,198.0,1000.0
229,65.0,787.0,748.0,501.0,1000.0
230,371.0,219.0,690.0,650.0,1000.0
231,71.0,615.0,286.0,596.0,1000.0
232,137.0,649.0,303.0,163.0,1000.0
233,157.0,703.0,786.0,960.0,1000.0
234,283.0,208.0,216.0,564.0,1000.0
235,52.0,575.0,179.0,584.0,1000.0
236,152.0,467.0,1000.0,625.0,1000.0
237,580.0,703.0,711.0,573.0,1000.0
238,550.0,690.0,932.0,516.0,1000.0
239,56.0,643.0,898.0,983.0,1000.0
240,92.0,800.0,970.0,498.0,1000.0
241,510.0,521.0,1000.0,1000.0,1000.0
242,578.0,577.0,785.0,154.0,1000.0
243,364.0,514.0,722.0,533.0,1000.0
244,637.0,373.0,632.0,814.0,1000.0
245,92.0,411.0,785.0,618.0,1000.0
246,160.0,723.0,722.0,680.0,1000.0
247,232.0,397.0,819.0,304.0,1000.0
248,443.0,769.0,839.0,559.0,1000.0
249,135.0,724.0,687.0,557.0,1000.0
250,139.0,335.0,680.0,1000.0,1000.0
251,161.0,729.0,674.0,1000.0,1000.0
252,103.0,147.0,922.0,809.0,1000.0
253,683.0,688.0,851.0,803.0,1000.0
254,194.0,56.0,849.0,754.0,1000.0
255,544.0,916.0,991.0,754.0,519.0
256,135.0,270.0,731.0,788.0,1000.0
257,713.0,227.0,708.0,740.0,1000.0
258,154.0,818.0,862.0,829.0,1000.0
259,199.0,205.0,885.0,586.0,1000.0
260,588.0,804.0,824.0,615.0,177.0
261,126.0,180.0,676.0,647.0,1000.0
262,640.0,791.0,768.0,655.0,1000.0
263,444.0,999.0,778.0,926.0,999.0
264,145.0,873.0,762.0,683.0,1000.0
265,284.0,184.0,788.0,833.0,1000.0
266,290.0,912.0,803.0,1000.0,358.0
267,633.0,251.0,841.0,666.0,1000.0
268,654.0,873.0,716.0,641.0,1000.0
269,145.0,1000.0,708.0,709.0,1000.0
270,149.0,923.0,908.0,1000.0,1000.0
271,305.0,809.0,852.0,673.0,444.0
272,611.0,1000.0,979.0,1000.0,730.0
273,160.0,186.0,915.0,905.0,80.0
274,158.0,176.0,987.0,914.0,1000.0
275,198.0,932.0,783.0,700.0,228.0
276,607.0,842.0,704.0,628.0,1000.0
277,126.0,301.0,791.0,773.0,1000.0
278,116.0,956.0,859.0,975.0,983.0
279,164.0,1000.0,856.0,731.0,1000.0
280,720.0,1000.0,957.0,834.0,914.0
281,311.0,808.0,933.0,839.0,771.0
282,604.0,671.0,904.0,1000.0,1000.0
283,385.0,595.0,884.0,463.0,188.0
284,127.0,319.0,912.0,963.0,205.0
285,132.0,342.0,879.0,951.0,1000.0
286,769.0,134.0,829.0,561.0,1000.0
287,356.0,1000.0,736.0,636.0,1000.0
288,185.0,1000.0,830.0,666.0,1000.0
289,637.0,1000.0,1000.0,585.0,1000.0
290,457.0,928.0,1000.0,517.0,1000.0
291,587.0,1000.0,1000.0,638.0,1000.0
292,228.0,448.0,883.0,1000.0,1000.0
293,590.0,916.0,862.0,674.0,942.0
294,225.0,796.0,801.0,1000.0,1000.0
295,281.0,656.0,884.0,650.0,1000.0
296,546.0,411.0,968.0,1000.0,1000.0
297,99.0,658.0,839.0,712.0,1000.0
298,337.0,760.0,932.0,973.0,938.0
299,234.0,522.0,852.0,865.0,1000.0
300,595.0,660.0,841.0,640.0,1000.0
301,172.0,461.0,884.0,683.0,906.0
302,1000.0,308.0,864.0,939.0,992.0
303,569.0,383.0,239.0,798.0,1000.0
304,532.0,441.0,1000.0,1000.0,1000.0
305,275.0,450.0,866.0,852.0,1000.0
306,573.0,387.0,132.0,778.0,1000.0
307,181.0,657.0,893.0,1000.0,1000.0
308,440.0,1000.0,730.0,943.0,1000.0
309,379.0,338.0,906.0,906.0,1000.0
310,522.0,511.0,741.0,739.0,1000.0
311,294.0,329.0,182.0,759.0,1000.0
312,485.0,125.0,1000.0,909.0,738.0
313,903.0,700.0,850.0,557.0,1000.0
314,510.0,513.0,264.0,736.0,1000.0
315,171.0,611.0,802.0,827.0,1000.0
316,129.0,675.0,237.0,1000.0,882.0
317,581.0,699.0,148.0,861.0,1000.0
318,271.0,616.0,154.0,911.0,1000.0
319,580.0,514.0,993.0,912.0,800.0
320,297.0,469.0,278.0,1000.0,736.0
321,409.0,550.0,262.0,615.0,1000.0
322,321.0,627.0,152.0,700.0,699.0
323,318.0,109.0,784.0,890.0,1000.0
324,391.0,690.0,203.0,1000.0,1000.0
325,483.0,420.0,107.0,820.0,1000.0
326,364.0,1000.0,897.0,853.0,965.0
327,269.0,108.0,1000.0,930.0,588.0
328,511.0,589.0,881.0,773.0,477.0
329,468.0,788.0,382.0,613.0,1000.0
330,207.0,1000.0,871.0,772.0,1000.0
331,259.0,268.0,314.0,588.0,1000.0
332,501.0,397.0,230.0,775.0,956.0
333,496.0,1000.0,1000.0,806.0,830.0
334,716.0,1000.0,890.0,862.0,1000.0
335,324.0,678.0,851.0,1000.0,1000.0
336,143.0,1000.0,745.0,716.0,1000.0
337,249.0,105.0,902.0,830.0,1000.0
338,367.0,809.0,365.0,797.0,555.0
339,190.0,99.0,812.0,1000.0,1000.0
340,158.0,705.0,976.0,689.0,1000.0
341,478.0,582.0,1000.0,804.0,1000.0
342,264.0,564.0,791.0,713.0,1000.0
343,810.0,590.0,915.0,693.0,1000.0
344,406.0,401.0,205.0,694.0,1000.0
345,369.0,442.0,1000.0,910.0,821.0
346,180.0,715.0,909.0,884.0,1000.0
347,368.0,800.0,167.0,784.0,1000.0
348,409.0,458.0,882.0,1000.0,1000.0
349,70.0,485.0,1000.0,809.0,1000.0
350,398.0,357.0,820.0,862.0,1000.0
351,787.0,590.0,175.0,692.0,1000.0
352,323.0,118.0,839.0,736.0,1000.0
353,321.0,669.0,971.0,836.0,1000.0
354,302.0,107.0,185.0,759.0,106.0
355,403.0,162.0,786.0,801.0,1000.0
356,705.0,746.0,850.0,698.0,76.0
357,1000.0,530.0,1000.0,739.0,1000.0
358,498.0,1000.0,793.0,690.0,1000.0
359,576.0,1000.0,760.0,936.0,1000.0
360,320.0,784.0,210.0,1000.0,1000.0
361,233.0,529.0,1000.0,857.0,1000.0
362,496.0,609.0,142.0,862.0,1000.0
363,535.0,182.0,968.0,910.0,1000.0
364,345.0,316.0,1000.0,780.0,1000.0
365,832.0,577.0,809.0,829.0,1000.0
366,336.0,726.0,1000.0,771.0,1000.0
367,503.0,578.0,909.0,949.0,1000.0
368,523.0,762.0,246.0,677.0,1000.0
369,451.0,589.0,1000.0,819.0,1000.0
370,551.0,832.0,781.0,913.0,1000.0
371,552.0,557.0,1000.0,852.0,996.0
372,537.0,608.0,783.0,810.0,1000.0
373,75.0,497.0,815.0,834.0,1000.0
374,172.0,557.0,879.0,834.0,1000.0
375,1000.0,389.0,758.0,810.0,133.0
376,83.0,606.0,797.0,783.0,1000.0
377,126.0,744.0,829.0,929.0,1000.0
378,167.0,765.0,734.0,789.0,82.0
379,599.0,113.0,812.0,691.0,1000.0
380,86.0,195.0,715.0,749.0,1000.0
381,232.0,678.0,766.0,705.0,1000.0
382,1000.0,528.0,930.0,782.0,1000.0
383,288.0,532.0,758.0,726.0,517.0
384,1000.0,804.0,290.0,828.0,1000.0
385,268.0,779.0,749.0,733.0,1000.0
386,434.0,586.0,826.0,763.0,1000.0
387,155.0,767.0,1000.0,762.0,1000.0
388,518.0,630.0,788.0,753.0,1000.0
389,410.0,693.0,808.0,767.0,1000.0
390,113.0,733.0,782.0,745.0,1000.0
391,300.0,1000.0,1000.0,732.0,994.0
392,137.0,643.0,748.0,743.0,985.0
393,110.0,646.0,768.0,719.0,1000.0
394,169.0,435.0,823.0,831.0,1000.0
395,87.0,398.0,820.0,692.0,913.0
396,85.0,390.0,869.0,795.0,279.0
397,592.0,738.0,1000.0,772.0,973.0
398,680.0,708.0,975.0,866.0,671.0
399,658.0,830.0,132.0,157.0,1000.0
400,492.0,696.0,785.0,974.0,1000.0
401,231.0,712.0,237.0,711.0,979.0
402,178.0,779.0,789.0,1000.0,843.0
403,135.0,733.0,1000.0,688.0,1000.0
404,974.0,723.0,1000.0,775.0,996.0
405,1000.0,750.0,735.0,730.0,950.0
406,812.0,513.0,841.0,704.0,1000.0
407,820.0,430.0,794.0,770.0,895.0
408,185.0,747.0,773.0,1000.0,983.0
409,621.0,683.0,729.0,747.0,192.0
410,885.0,669.0,119.0,786.0,1000.0
411,1000.0,695.0,767.0,763.0,967.0
412,157.0,694.0,812.0,172.0,1000.0
413,408.0,781.0,123.0,762.0,129.0
414,429.0,742.0,141.0,717.0,556.0
415,1000.0,439.0,805.0,933.0,1000.0
416,643.0,692.0,819.0,857.0,582.0
417,691.0,704.0,785.0,760.0,1000.0
418,1000.0,714.0,820.0,763.0,783.0
419,952.0,756.0,810.0,860.0,934.0
420,233.0,681.0,1000.0,819.0,700.0
421,920.0,572.0,844.0,728.0,390.0
422,154.0,604.0,770.0,795.0,977.0
423,633.0,570.0,340.0,755.0,720.0
424,365.0,672.0,846.0,609.0,891.0
425,592.0,542.0,891.0,710.0,824.0
426,155.0,399.0,194.0,915.0,612.0
427,752.0,704.0,808.0,669.0,948.0
428,797.0,362.0,876.0,812.0,950.0
429,780.0,632.0,846.0,706.0,370.0
430,507.0,660.0,871.0,793.0,868.0
431,617.0,340.0,815.0,820.0,832.0
432,425.0,494.0,1000.0,774.0,803.0
433,978.0,471.0,857.0,1000.0,825.0
434,622.0,382.0,834.0,778.0,943.0
435,845.0,162.0,800.0,923.0,980.0
436,921.0,480.0,823.0,698.0,870.0
437,1000.0,872.0,797.0,834.0,791.0
438,762.0,636.0,754.0,1000.0,730.0
439,890.0,401.0,773.0,810.0,900.0
440,635.0,442.0,789.0,731.0,1000.0
441,706.0,526.0,810.0,798.0,714.0
442,679.0,374.0,754.0,806.0,737.0
443,1000.0,528.0,813.0,148.0,832.0
444,530.0,434.0,763.0,705.0,790.0
445,756.0,448.0,817.0,687.0,656.0
446,555.0,184.0,818.0,756.0,824.0
447,138.0,421.0,784.0,133.0,801.0
448,994.0,290.0,803.0,131.0,968.0
449,641.0,571.0,762.0,1000.0,676.0
450,514.0,482.0,744.0,642.0,869.0
451,282.0,1000.0,740.0,795.0,795.0
452,973.0,428.0,722.0,661.0,796.0
453,739.0,681.0,752.0,774.0,970.0
454,568.0,738.0,737.0,995.0,718.0
455,292.0,572.0,736.0,390.0,916.0
456,1000.0,612.0,764.0,133.0,844.0
457,522.0,593.0,729.0,280.0,1000.0
458,553.0,549.0,760.0,472.0,687.0
459,1000.0,365.0,758.0,126.0,792.0
460,147.0,468.0,760.0,839.0,1000.0
461,755.0,538.0,730.0,169.0,839.0
462,592.0,447.0,705.0,208.0,353.0
463,558.0,502.0,642.0,749.0,824.0
464,539.0,466.0,690.0,585.0,211.0
465,597.0,163.0,736.0,828.0,195.0
466,577.0,478.0,675.0,429.0,742.0
467,494.0,668.0,720.0,377.0,677.0
468,516.0,360.0,786.0,156.0,225.0
469,563.0,558.0,801.0,650.0,532.0
470,504.0,349.0,783.0,161.0,1000.0
471,579.0,605.0,709.0,283.0,477.0
472,796.0,509.0,719.0,848.0,763.0
473,488.0,589.0,720.0,118.0,842.0
474,905.0,707.0,740.0,814.0,817.0
475,604.0,525.0,775.0,1000.0,599.0
476,790.0,480.0,777.0,1000.0,774.0
477,634.0,343.0,976.0,511.0,773.0
478,800.0,492.0,762.0,250.0,814.0
479,1000.0,224.0,818.0,125.0,303.0
480,1000.0,475.0,761.0,766.0,903.0
481,1000.0,504.0,801.0,1000.0,938.0
482,1000.0,156.0,750.0,801.0,967.0
483,1000.0,353.0,809.0,709.0,1000.0
484,763.0,697.0,816.0,155.0,1000.0
485,936.0,507.0,758.0,124.0,869.0
486,693.0,580.0,817.0,446.0,895.0
487,420.0,537.0,923.0,761.0,711.0
488,707.0,580.0,826.0,809.0,1000.0
489,648.0,637.0,829.0,749.0,425.0
490,826.0,548.0,1000.0,366.0,806.0
491,763.0,590.0,795.0,316.0,945.0
492,85.0,812.0,832.0,417.0,1000.0
493,448.0,478.0,831.0,207.0,641.0
494,713.0,685.0,816.0,1000.0,800.0
495,91.0,677.0,867.0,825.0,894.0
496,737.0,441.0,837.0,1000.0,782.0
497,916.0,611.0,832.0,1000.0,928.0
498,702.0,593.0,879.0,630.0,727.0
499,716.0,671.0,825.0,792.0,608.0
500,218.0,493.0,991.0,794.0,746.0
